,run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.mae_std,metrics.rmse_mean,metrics.mae_mean,metrics.rmse_std,tags.mlflow.user,tags.mlflow.source.name,tags.modelo,tags.mlflow.source.type,tags.mlflow.runName,tags.mlflow.source.git.commit,tempo
24,df76621471124393b924e4f51e9bd3fb,391475686954779658,FINISHED,file:///c:/Users/Daniel/OneDrive/Documentos/stock_level_prediction/notebooks/../mlruns/391475686954779658/df76621471124393b924e4f51e9bd3fb/artifacts,2023-04-14 18:34:36.024000+00:00,2023-04-14 18:35:12.505000+00:00,-0.003123354560598498,0.2876170753929019,0.24821706602279758,-0.002596765086718648,Daniel,c:\Users\Daniel\OneDrive\Documentos\stock_level_prediction\venv\lib\site-packages\ipykernel_launcher.py,Reg_Linear_SC_OHE_OE_IF,LOCAL,omniscient-vole-447,d7b0e076d9c82f1faa4e31728e68be5e8d6274d4,0 days 00:00:36.481000
29,95c668c0217348e3adf4e5f9b3eb189e,391475686954779658,FINISHED,file:///c:/Users/Daniel/OneDrive/Documentos/stock_level_prediction/notebooks/../mlruns/391475686954779658/95c668c0217348e3adf4e5f9b3eb189e/artifacts,2023-04-14 18:31:38.903000+00:00,2023-04-14 18:32:16.262000+00:00,-0.0028920877948119287,0.2878915757512241,0.24844560375822108,-0.0024306657162339687,Daniel,c:\Users\Daniel\OneDrive\Documentos\stock_level_prediction\venv\lib\site-packages\ipykernel_launcher.py,Reg_Linear_SC_OHE_IF,LOCAL,bouncy-mouse-916,d7b0e076d9c82f1faa4e31728e68be5e8d6274d4,0 days 00:00:37.359000
46,e268159802d14158a8fdd47dd94fc5f3,391475686954779658,FINISHED,file:///c:/Users/Daniel/OneDrive/Documentos/stock_level_prediction/notebooks/../mlruns/391475686954779658/e268159802d14158a8fdd47dd94fc5f3/artifacts,2023-04-14 18:30:54.911000+00:00,2023-04-14 18:30:55.700000+00:00,-0.003195492266570463,0.2871582168264234,0.2484993182852222,-0.0030787413845101783,Daniel,c:\Users\Daniel\OneDrive\Documentos\stock_level_prediction\venv\lib\site-packages\ipykernel_launcher.py,Elastic_Net_SC_OHE,LOCAL,burly-dolphin-329,d7b0e076d9c82f1faa4e31728e68be5e8d6274d4,0 days 00:00:00.789000
48,795f3e03061e4345bbe82d7646998348,391475686954779658,FINISHED,file:///c:/Users/Daniel/OneDrive/Documentos/stock_level_prediction/notebooks/../mlruns/391475686954779658/795f3e03061e4345bbe82d7646998348/artifacts,2023-04-14 18:30:53.311000+00:00,2023-04-14 18:30:54.144000+00:00,-0.003195492266570463,0.2871582168264234,0.2484993182852222,-0.0030787413845101783,Daniel,c:\Users\Daniel\OneDrive\Documentos\stock_level_prediction\venv\lib\site-packages\ipykernel_launcher.py,Lasso_SC_OHE,LOCAL,languid-vole-52,d7b0e076d9c82f1faa4e31728e68be5e8d6274d4,0 days 00:00:00.833000
43,9b12e6d605c04d9194cbb3972993557f,391475686954779658,FINISHED,file:///c:/Users/Daniel/OneDrive/Documentos/stock_level_prediction/notebooks/../mlruns/391475686954779658/9b12e6d605c04d9194cbb3972993557f/artifacts,2023-04-14 18:30:57.949000+00:00,2023-04-14 18:31:00.262000+00:00,-0.003195492266570463,0.2871582168264234,0.2484993182852222,-0.0030787413845101783,Daniel,c:\Users\Daniel\OneDrive\Documentos\stock_level_prediction\venv\lib\site-packages\ipykernel_launcher.py,Lasso_SC_OHE_OE,LOCAL,flawless-bug-668,d7b0e076d9c82f1faa4e31728e68be5e8d6274d4,0 days 00:00:02.313000
36,c000218394564f6987963c224ddc4acf,391475686954779658,FINISHED,file:///c:/Users/Daniel/OneDrive/Documentos/stock_level_prediction/notebooks/../mlruns/391475686954779658/c000218394564f6987963c224ddc4acf/artifacts,2023-04-14 18:31:16.798000+00:00,2023-04-14 18:31:19.182000+00:00,-0.003195492266570463,0.2871582168264234,0.2484993182852222,-0.0030787413845101783,Daniel,c:\Users\Daniel\OneDrive\Documentos\stock_level_prediction\venv\lib\site-packages\ipykernel_launcher.py,Elastic_Net_SC_RS_OHE,LOCAL,sneaky-koi-668,d7b0e076d9c82f1faa4e31728e68be5e8d6274d4,0 days 00:00:02.384000
38,d6d979addd7a41ccb2ce053f40a14849,391475686954779658,FINISHED,file:///c:/Users/Daniel/OneDrive/Documentos/stock_level_prediction/notebooks/../mlruns/391475686954779658/d6d979addd7a41ccb2ce053f40a14849/artifacts,2023-04-14 18:31:11.969000+00:00,2023-04-14 18:31:14.425000+00:00,-0.003195492266570463,0.2871582168264234,0.2484993182852222,-0.0030787413845101783,Daniel,c:\Users\Daniel\OneDrive\Documentos\stock_level_prediction\venv\lib\site-packages\ipykernel_launcher.py,Lasso_SC_RS_OHE,LOCAL,resilient-shrimp-391,d7b0e076d9c82f1faa4e31728e68be5e8d6274d4,0 days 00:00:02.456000
41,c95945916c1246c5ae95fc63e2e319c4,391475686954779658,FINISHED,file:///c:/Users/Daniel/OneDrive/Documentos/stock_level_prediction/notebooks/../mlruns/391475686954779658/c95945916c1246c5ae95fc63e2e319c4/artifacts,2023-04-14 18:31:02.789000+00:00,2023-04-14 18:31:05.334000+00:00,-0.003195492266570463,0.2871582168264234,0.2484993182852222,-0.0030787413845101783,Daniel,c:\Users\Daniel\OneDrive\Documentos\stock_level_prediction\venv\lib\site-packages\ipykernel_launcher.py,Elastic_Net_SC_OHE_OE,LOCAL,painted-gull-11,d7b0e076d9c82f1faa4e31728e68be5e8d6274d4,0 days 00:00:02.545000
31,ba6db91d8d65419ba627891c7468bf71,391475686954779658,FINISHED,file:///c:/Users/Daniel/OneDrive/Documentos/stock_level_prediction/notebooks/../mlruns/391475686954779658/ba6db91d8d65419ba627891c7468bf71/artifacts,2023-04-14 18:31:32.189000+00:00,2023-04-14 18:31:35.203000+00:00,-0.003195492266570463,0.2871582168264234,0.2484993182852222,-0.0030787413845101783,Daniel,c:\Users\Daniel\OneDrive\Documentos\stock_level_prediction\venv\lib\site-packages\ipykernel_launcher.py,Elastic_Net_SC_RS_OHE_OE,LOCAL,bright-moose-768,d7b0e076d9c82f1faa4e31728e68be5e8d6274d4,0 days 00:00:03.014000
33,f0a8568f2a6b46ffb622b03bd209371c,391475686954779658,FINISHED,file:///c:/Users/Daniel/OneDrive/Documentos/stock_level_prediction/notebooks/../mlruns/391475686954779658/f0a8568f2a6b46ffb622b03bd209371c/artifacts,2023-04-14 18:31:25.830000+00:00,2023-04-14 18:31:28.949000+00:00,-0.003195492266570463,0.2871582168264234,0.2484993182852222,-0.0030787413845101783,Daniel,c:\Users\Daniel\OneDrive\Documentos\stock_level_prediction\venv\lib\site-packages\ipykernel_launcher.py,Lasso_SC_RS_OHE_OE,LOCAL,honorable-colt-459,d7b0e076d9c82f1faa4e31728e68be5e8d6274d4,0 days 00:00:03.119000
11,98c042cb146b463dadf33d526822acd0,391475686954779658,FINISHED,file:///c:/Users/Daniel/OneDrive/Documentos/stock_level_prediction/notebooks/../mlruns/391475686954779658/98c042cb146b463dadf33d526822acd0/artifacts,2023-04-14 18:38:42.945000+00:00,2023-04-14 18:38:54.914000+00:00,-0.003195492266570463,0.2871582168264234,0.2484993182852222,-0.0030787413845101783,Daniel,c:\Users\Daniel\OneDrive\Documentos\stock_level_prediction\venv\lib\site-packages\ipykernel_launcher.py,Elastic_Net_SC_RS_OHE_OE_IF,LOCAL,ambitious-auk-272,d7b0e076d9c82f1faa4e31728e68be5e8d6274d4,0 days 00:00:11.969000
